"date","campaign","sessions","ad.cost","ad.clicks","impressions"
2014-12-12,"Competencia Search - Mapfre Fondo Universitario",2,5.66,4,241
2014-12-12,"Competencia Search - Mapfre Sctr",2,2.61,7,81
2014-12-12,"Competencia Search - SOAT",39,37.45,54,616
2014-12-12,"Display - Marcas de Autos - Mapfre Autos",0,0.44,3,875
2014-12-12,"Display - Sepelios - Mapfre",7,0.14,3,2291
2014-12-12,"Display - Yotube - Mapfre Autos",0,127.79,561,371855
2014-12-12,"Display II - Mapfre Fondo Universitario",5,0.19,3,1752
2014-12-12,"Display II - Marcas de Autos - Mapfre Autos",2,116.43,890,181756
2014-12-12,"Display Infografia - Comprar Auto",2,0,0,0
2014-12-13,"Brand Search - Fondo universitario",0,0,0,4
2014-12-13,"Brand Search - Mapfre Autos",142,41.21,131,999
2014-12-13,"Brand Search - Mapfre SCTR",2,0.23,3,14
2014-12-13,"Brand Search - Mapfre Trebol Salud",2,1.27,4,34
2014-12-13,"Brand Search - Sepelios - Mapfre",11,2.46,9,83
2014-12-13,"Brand Search - Soat",2,3.21,4,12
2014-12-13,"Categoria Search - Sepelios - Mapfre",2,1.18,4,30
2014-12-13,"Categorias Search - Mapfre Autos",28,47.43,23,355
2014-12-13,"Categorias Search - Mapfre Fondo Universitario",30,47.15,31,407
2014-12-13,"Categorias Search - Mapfre SCTR",32,13.76,31,612
2014-12-13,"Categorias Search - SOAT",23,15.92,17,420
2014-12-13,"Competencia Search - Mapfre Fondo Universitario",0,2.51,2,126
2014-12-13,"Competencia Search - Mapfre Sctr",2,0.53,1,38
2014-12-13,"Competencia Search - SOAT",21,6.86,10,139
2014-12-13,"Display - Marcas de Autos - Mapfre Autos",2,0,0,0
2014-12-13,"Display - Sepelios - Mapfre",25,1.3,25,6584
2014-12-13,"Display I - Mapfre Fondo Universitario",2,0,0,0
2014-12-13,"Display II - Mapfre Fondo Universitario",2,0.91,8,2089
2014-12-14,"Brand Search - Fondo universitario",5,3.14,9,13
2014-12-14,"Brand Search - Mapfre Autos",117,36.4,108,873
2014-12-14,"Brand Search - Mapfre SCTR",0,0.51,3,19
2014-12-14,"Brand Search - Mapfre Trebol Salud",5,2.71,8,46
2014-12-14,"Brand Search - Sepelios - Mapfre",16,7.91,20,143
2014-12-14,"Categoria Search - Sepelios - Mapfre",0,0,0,44
2014-12-14,"Categorias Search - Mapfre Autos",30,75.04,37,382
2014-12-14,"Categorias Search - Mapfre Fondo Universitario",28,49.77,30,472
2014-12-14,"Categorias Search - Mapfre SCTR",20,13.47,23,509
2014-12-14,"Competencia Search - Mapfre Fondo Universitario",2,3.63,4,111
2014-12-14,"Competencia Search - Mapfre Sctr",2,0.89,2,13
2014-12-14,"Display - Sepelios - Mapfre",23,1.53,28,9501
2014-12-14,"Display II - Mapfre Fondo Universitario",5,0.86,10,2507
2014-12-15,"Brand Search - Fondo universitario",2,0.68,2,9
2014-12-15,"Brand Search - Mapfre Autos",350,107.31,318,2205
2014-12-15,"Brand Search - Mapfre SCTR",18,3.16,17,36
2014-12-15,"Brand Search - Mapfre Trebol Salud",30,12.25,22,106
2014-12-15,"Brand Search - Sepelios - Mapfre",11,2.59,8,151
2014-12-15,"Brand Search - Soat",25,8.73,36,105
2014-12-15,"Categoria Search - Mapfre Trebol Salud",23,50.16,32,530
2014-12-15,"Categoria Search - Sepelios - Mapfre",5,1.14,3,156
2014-12-15,"Categorias Search - Mapfre Autos",87,120.92,72,636
2014-12-15,"Categorias Search - Mapfre Fondo Universitario",53,86.69,58,610
2014-12-15,"Categorias Search - Mapfre SCTR",69,32.22,65,1005
2014-12-15,"Categorias Search - SOAT",89,91.59,109,2265
2014-12-15,"Competencia Search - Mapfre Fondo Universitario",0,4.44,4,255
2014-12-15,"Competencia Search - Mapfre Sctr",14,3.52,10,74
2014-12-15,"Competencia Search - SOAT",80,65.29,82,702
2014-12-15,"Display - Sepelios - Mapfre",738,62.88,999,173026
2014-12-15,"Display I - Mapfre Fondo Universitario",213,53.07,414,309305
2014-12-15,"Display II - Mapfre Fondo Universitario",5,1.09,9,3316
2014-12-16,"Brand Search - Fondo universitario",2,0.52,2,18
2014-12-16,"Brand Search - Mapfre Autos",227,73,250,1922
2014-12-16,"Brand Search - Mapfre SCTR",9,0.34,3,16
2014-12-16,"Brand Search - Mapfre Trebol Salud",9,3.47,9,65
2014-12-16,"Brand Search - Sepelios - Mapfre",36,11.62,34,212
2014-12-16,"Brand Search - Soat",23,17.06,32,121
2014-12-16,"Categoria Search - Mapfre Trebol Salud",18,61.85,28,516
2014-12-16,"Categoria Search - Sepelios - Mapfre",11,6.61,10,219
2014-12-16,"Categorias Search - Mapfre Autos",62,109.98,57,701
2014-12-16,"Categorias Search - Mapfre Fondo Universitario",30,64.57,40,633
2014-12-16,"Categorias Search - Mapfre SCTR",48,32.58,69,1157
2014-12-16,"Categorias Search - SOAT",126,124.78,135,1928
2014-12-16,"Competencia Search - Mapfre Fondo Universitario",0,9.53,7,258
2014-12-16,"Competencia Search - Mapfre Sctr",7,1.87,4,57
2014-12-16,"Competencia Search - SOAT",78,44.19,61,591
2014-12-16,"Display - Sepelios - Mapfre",773,59.76,873,187235
2014-12-16,"Display I - Mapfre Fondo Universitario",199,54.83,431,308878
2014-12-16,"Display II - Mapfre Fondo Universitario",16,1.1,8,3070
2014-12-17,"Brand Search - Fondo universitario",7,1.1,3,13
2014-12-17,"Brand Search - Mapfre Autos",293,76.9,292,2007
2014-12-17,"Brand Search - Mapfre SCTR",5,0.89,6,34
2014-12-17,"Brand Search - Mapfre Trebol Salud",25,5.25,15,82
2014-12-17,"Brand Search - Sepelios - Mapfre",18,6.06,18,144
2014-12-17,"Brand Search - Soat",25,23.32,38,130
2014-12-17,"Categoria Search - Mapfre Trebol Salud",34,48.27,35,510
2014-12-17,"Categoria Search - Sepelios - Mapfre",9,2.41,6,196
2014-12-17,"Categorias Search - Mapfre Autos",53,133.65,77,639
2014-12-17,"Categorias Search - Mapfre Fondo Universitario",60,77.88,52,671
2014-12-17,"Categorias Search - Mapfre SCTR",49,27.59,62,1032
2014-12-17,"Categorias Search - SOAT",98,92.58,114,1823
2014-12-17,"Competencia Search - Mapfre Fondo Universitario",4,6.5,4,233
2014-12-17,"Competencia Search - Mapfre Sctr",7,1.71,4,76
2014-12-17,"Competencia Search - SOAT",60,37.51,62,699
2014-12-17,"Display - Sepelios - Mapfre",663,64.61,893,193880
2014-12-17,"Display I - Mapfre Fondo Universitario",112,31.97,262,183118
2014-12-17,"Display II - Mapfre Fondo Universitario",7,0.6,5,2418
2014-12-18,"Brand Search - Fondo universitario",2,0.35,2,14
2014-12-18,"Brand Search - Mapfre Autos",206,55.15,234,1825
2014-12-18,"Brand Search - Mapfre SCTR",7,0.38,5,14
2014-12-18,"Brand Search - Mapfre Trebol Salud",25,7.11,25,91
2014-12-18,"Brand Search - Sepelios - Mapfre",7,2.52,11,136
2014-12-18,"Brand Search - Soat",7,6.37,16,90
2014-12-18,"Categoria Search - Mapfre Trebol Salud",14,36.59,33,475
2014-12-18,"Categoria Search - Sepelios - Mapfre",11,8.54,15,369
2014-12-18,"Categorias Search - Mapfre Autos",64,129.88,86,652
2014-12-18,"Categorias Search - Mapfre Fondo Universitario",32,59.33,42,505
2014-12-18,"Categorias Search - Mapfre SCTR",71,29.76,66,997
2014-12-18,"Categorias Search - SOAT",126,121.29,144,1720
2014-12-18,"Competencia Search - Mapfre Fondo Universitario",7,1.75,2,243
2014-12-18,"Competencia Search - Mapfre Sctr",0,0.99,3,59
2014-12-18,"Competencia Search - SOAT",78,41.94,76,625
2014-12-18,"Display - Sepelios - Mapfre",663,63.94,913,180135
2014-12-18,"Display I - Mapfre Fondo Universitario",293,72.41,596,371033
2014-12-18,"Display II - Mapfre Fondo Universitario",5,1.16,8,2108
2014-12-19,"Brand Search - Fondo universitario",2,0.36,2,5
2014-12-19,"Brand Search - Mapfre Autos",183,49.65,220,1651
2014-12-19,"Brand Search - Mapfre SCTR",7,0.25,3,13
2014-12-19,"Brand Search - Mapfre Trebol Salud",9,1.1,7,57
2014-12-19,"Brand Search - Sepelios - Mapfre",9,6.33,17,153
2014-12-19,"Brand Search - Soat",41,26.68,39,113
2014-12-19,"Categoria Search - Mapfre Trebol Salud",25,62.37,36,592
2014-12-19,"Categoria Search - Sepelios - Mapfre",23,16.61,24,422
2014-12-19,"Categorias Search - Mapfre Autos",48,70.63,47,465
2014-12-19,"Categorias Search - Mapfre Fondo Universitario",28,40.34,31,516
2014-12-19,"Categorias Search - Mapfre SCTR",46,21.8,50,766
2014-12-19,"Categorias Search - SOAT",103,107.94,122,1455
2014-12-19,"Competencia Search - Mapfre Fondo Universitario",4,4.28,4,201
2014-12-19,"Competencia Search - Mapfre Sctr",5,1.85,5,53
2014-12-19,"Competencia Search - SOAT",48,48.24,71,553
2014-12-19,"Display - Sepelios - Mapfre",575,49.5,702,150396
2014-12-19,"Display I - Mapfre Fondo Universitario",250,71.8,568,404775
2014-12-19,"Display II - Mapfre Fondo Universitario",11,1.49,10,2310
2014-12-19,"Display II - Marcas de Autos - Mapfre Autos",5,0,0,0
2014-12-20,"Brand Search - Fondo universitario",0,0.22,2,7
2014-12-20,"Brand Search - Mapfre Autos",128,28.02,142,927
2014-12-20,"Brand Search - Mapfre SCTR",7,0.66,5,10
2014-12-20,"Brand Search - Mapfre Trebol Salud",2,0,0,0
2014-12-20,"Brand Search - Sepelios - Mapfre",7,2.97,9,84
2014-12-20,"Brand Search - Soat",18,7.03,12,46
2014-12-20,"Categoria Search - Mapfre Trebol Salud",2,0,0,0
2014-12-20,"Categoria Search - Sepelios - Mapfre",23,8.63,15,305
2014-12-20,"Categorias Search - Mapfre Autos",43,41.15,30,316
2014-12-20,"Categorias Search - Mapfre Fondo Universitario",7,12.75,11,293
2014-12-20,"Categorias Search - Mapfre SCTR",25,15.23,29,345
2014-12-20,"Categorias Search - SOAT",32,24,25,392
2014-12-20,"Competencia Search - Mapfre Fondo Universitario",0,0.77,1,98
2014-12-20,"Competencia Search - Mapfre Sctr",0,0,0,9
2014-12-20,"Competencia Search - SOAT",9,18.63,20,158
2014-12-20,"Display - Sepelios - Mapfre",841,68.03,1059,210012
2014-12-20,"Display I - Mapfre Fondo Universitario",232,66,531,364248
2014-12-20,"Display II - Mapfre Fondo Universitario",7,1.04,7,1832
2014-12-20,"Display II - Marcas de Autos - Mapfre Autos",2,0,0,0
2014-12-21,"(not set)",5,0,0,0
2014-12-21,"Brand Search - Fondo universitario",0,0.23,1,4
2014-12-21,"Brand Search - Mapfre Autos",80,20.46,95,669
2014-12-21,"Brand Search - Mapfre SCTR",0,0.03,1,6
2014-12-21,"Brand Search - Sepelios - Mapfre",16,1.69,9,93
2014-12-21,"Categoria Search - Sepelios - Mapfre",23,6.66,14,342
2014-12-21,"Categorias Search - Mapfre Autos",23,24.52,19,240
2014-12-21,"Categorias Search - Mapfre Fondo Universitario",30,18.38,20,306
2014-12-21,"Categorias Search - Mapfre SCTR",18,7.48,18,301
2014-12-21,"Competencia Search - Mapfre Fondo Universitario",2,1.56,2,66
2014-12-21,"Competencia Search - Mapfre Sctr",0,0,0,3
2014-12-21,"Display - Sepelios - Mapfre",869,66.87,1061,200602
2014-12-21,"Display I - Mapfre Fondo Universitario",275,66.28,546,386524
2014-12-21,"Display II - Mapfre Fondo Universitario",0,0.12,1,1221
2014-12-21,"Display II - Marcas de Autos - Mapfre Autos",2,0,0,0
2014-12-22,"Brand Search - Fondo universitario",0,0.07,1,8
2014-12-22,"Brand Search - Mapfre Autos",302,98.87,345,1943
2014-12-22,"Brand Search - Mapfre SCTR",9,1.33,3,22
2014-12-22,"Brand Search - Mapfre Trebol Salud",9,3.03,8,65
2014-12-22,"Brand Search - Sepelios - Mapfre",14,5.7,18,137
2014-12-22,"Brand Search - Soat",39,24.08,41,129
2014-12-22,"Categoria Search - Mapfre Trebol Salud",46,92.23,45,579
2014-12-22,"Categoria Search - Sepelios - Mapfre",13,7.5,12,397
2014-12-22,"Categorias Search - Mapfre Autos",39,63.65,39,541
2014-12-22,"Categorias Search - Mapfre Fondo Universitario",23,39,29,434
2014-12-22,"Categorias Search - Mapfre SCTR",39,24.06,51,812
2014-12-22,"Categorias Search - SOAT",143,146.7,144,1721
2014-12-22,"Competencia Search - Mapfre Fondo Universitario",5,3.94,4,196
2014-12-22,"Competencia Search - Mapfre Sctr",2,0.63,3,51
2014-12-22,"Competencia Search - SOAT",69,68.04,74,641
2014-12-22,"Display - Sepelios - Mapfre",21,0,0,3
2014-12-22,"Display II - Mapfre Fondo Universitario",2,0.46,6,1945
2014-12-22,"Display II - Marcas de Autos - Mapfre Autos",9,0,0,0
2014-12-23,"(not set)",2,0,0,0
2014-12-23,"Brand Search - Fondo universitario",0,0.22,2,5
2014-12-23,"Brand Search - Mapfre Autos",222,70,225,1537
2014-12-23,"Brand Search - Mapfre SCTR",9,0.97,8,24
2014-12-23,"Brand Search - Mapfre Trebol Salud",2,1.5,6,47
2014-12-23,"Brand Search - Sepelios - Mapfre",25,9.23,21,151
2014-12-23,"Brand Search - Soat",11,6.19,13,93
2014-12-23,"Categoria Search - Mapfre Trebol Salud",34,92.89,38,464
2014-12-23,"Categoria Search - Sepelios - Mapfre",14,5.74,10,404
2014-12-23,"Categorias Search - Mapfre Autos",25,64.18,36,452
2014-12-23,"Categorias Search - Mapfre Fondo Universitario",13,27.91,22,369
2014-12-23,"Categorias Search - Mapfre SCTR",41,19.85,44,640
2014-12-23,"Categorias Search - SOAT",154,148.57,135,1546
2014-12-23,"Competencia Search - Mapfre Fondo Universitario",7,3.26,4,178
2014-12-23,"Competencia Search - Mapfre Sctr",2,1.04,2,34
2014-12-23,"Competencia Search - SOAT",41,69.62,74,581
2014-12-23,"Display - Sepelios - Mapfre",2,0,0,0
2014-12-23,"Display II - Mapfre Fondo Universitario",5,0.86,7,1229
2014-12-23,"Display II - Marcas de Autos - Mapfre Autos",5,0,0,0
2014-12-24,"Brand Search - Mapfre Autos",21,0,0,0
2014-12-24,"Brand Search - Mapfre Trebol Salud",2,0,0,0
2014-12-24,"Categorias Search - SOAT",5,0,0,0
2014-12-24,"Display - Sepelios - Mapfre",2,0,0,0
2014-12-24,"Display II - Marcas de Autos - Mapfre Autos",5,0,0,0
2014-12-25,"Brand Search - Mapfre Autos",11,0,0,0
2014-12-25,"Display - Sepelios - Mapfre",5,0,0,0
2014-12-26,"Brand Search - Fondo universitario",5,1.18,3,6
2014-12-26,"Brand Search - Mapfre Autos",268,86.34,294,1696
2014-12-26,"Brand Search - Mapfre SCTR",2,0.21,4,21
2014-12-26,"Brand Search - Mapfre Trebol Salud",16,6.2,13,54
2014-12-26,"Brand Search - Sepelios - Mapfre",9,2.86,12,96
2014-12-26,"Brand Search - Soat",34,22.85,42,135
2014-12-26,"Categoria Search - Mapfre Trebol Salud",16,93.34,37,348
2014-12-26,"Categoria Search - Sepelios - Mapfre",66,19.8,37,540
2014-12-26,"Categorias Search - Mapfre Autos",55,77.29,50,589
2014-12-26,"Categorias Search - Mapfre Fondo Universitario",34,49.37,42,497
2014-12-26,"Categorias Search - Mapfre SCTR",44,26.2,50,773
2014-12-26,"Categorias Search - SOAT",183,168.84,184,1905
2014-12-26,"Competencia Search - Mapfre Fondo Universitario",5,3.88,4,211
2014-12-26,"Competencia Search - Mapfre Sctr",7,1.81,5,45
2014-12-26,"Competencia Search - SOAT",76,64.96,88,795
2014-12-26,"Display - Sepelios - Mapfre",2,0,0,0
2014-12-26,"Display II - Mapfre Fondo Universitario",2,1.15,11,2232
2014-12-26,"Display II - Marcas de Autos - Mapfre Autos",2,0,0,0
2014-12-27,"Brand Search - Fondo universitario",0,0.39,1,3
2014-12-27,"Brand Search - Mapfre Autos",126,48.18,151,1019
2014-12-27,"Brand Search - Mapfre SCTR",2,0.52,5,5
2014-12-27,"Brand Search - Mapfre Trebol Salud",30,6.68,21,68
2014-12-27,"Brand Search - Sepelios - Mapfre",11,4.98,18,133
2014-12-27,"Brand Search - Soat",9,6.83,7,33
2014-12-27,"Categoria Search - Sepelios - Mapfre",32,16.55,31,444
2014-12-27,"Categorias Search - Mapfre Autos",21,30.46,19,276
2014-12-27,"Categorias Search - Mapfre Fondo Universitario",16,15.69,16,267
2014-12-27,"Categorias Search - Mapfre SCTR",30,11.61,24,359
2014-12-27,"Categorias Search - SOAT",16,21.56,23,398
2014-12-27,"Competencia Search - Mapfre Fondo Universitario",2,2.12,2,124
2014-12-27,"Competencia Search - Mapfre Sctr",0,0,0,5
2014-12-27,"Competencia Search - SOAT",14,6.6,8,168
2014-12-27,"Display - Sepelios - Mapfre",2,0,0,0
2014-12-27,"Display II - Mapfre Fondo Universitario",9,1.09,12,1809
2014-12-28,"Brand Search - Fondo universitario",9,1.3,8,13
2014-12-28,"Brand Search - Mapfre Autos",105,34.56,102,703
2014-12-28,"Brand Search - Mapfre SCTR",0,0.14,2,15
2014-12-28,"Brand Search - Mapfre Trebol Salud",14,5.72,13,56
2014-12-28,"Brand Search - Sepelios - Mapfre",11,3.98,13,126
2014-12-28,"Categoria Search - Sepelios - Mapfre",12,6.37,15,393
2014-12-28,"Categorias Search - Mapfre Autos",30,54.82,32,319
2014-12-28,"Categorias Search - Mapfre Fondo Universitario",11,16.49,16,251
2014-12-28,"Categorias Search - Mapfre SCTR",14,5.84,18,330
2014-12-28,"Competencia Search - Mapfre Fondo Universitario",7,2.98,3,120
2014-12-28,"Competencia Search - Mapfre Sctr",2,1,2,14
2014-12-28,"Display - Sepelios - Mapfre",724,44.59,860,122290
2014-12-28,"Display I - Mapfre Fondo Universitario",456,81.36,770,453226
2014-12-28,"Display II - Mapfre Fondo Universitario",9,1.37,12,2173
2014-12-29,"Brand Search - Fondo universitario",5,0.49,3,11
2014-12-29,"Brand Search - Mapfre Autos",307,78.54,288,2086
2014-12-29,"Brand Search - Mapfre SCTR",7,0.68,6,28
2014-12-29,"Brand Search - Mapfre Trebol Salud",21,11.62,21,99
2014-12-29,"Brand Search - Sepelios - Mapfre",16,3.15,14,137
2014-12-29,"Brand Search - Soat",28,10.94,30,133
2014-12-29,"Categoria Search - Sepelios - Mapfre",23,13.48,33,598
2014-12-29,"Categorias Search - Mapfre Autos",55,76.73,51,697
2014-12-29,"Categorias Search - Mapfre Fondo Universitario",28,34.62,23,505
2014-12-29,"Categorias Search - Mapfre SCTR",66,41.86,71,931
2014-12-29,"Categorias Search - SOAT",129,145.67,144,2001
2014-12-29,"Competencia Search - Mapfre Fondo Universitario",7,8.62,7,272
2014-12-29,"Competencia Search - Mapfre Sctr",2,1.2,5,54
2014-12-29,"Competencia Search - SOAT",62,61.28,71,776
2014-12-29,"Display - Sepelios - Mapfre",988,66.87,1149,180847
2014-12-29,"Display I - Mapfre Fondo Universitario",367,82.62,717,427106
2014-12-29,"Display II - Mapfre Fondo Universitario",5,0.86,11,3893
2014-12-30,"Brand Search - Fondo universitario",2,0.46,3,14
2014-12-30,"Brand Search - Mapfre Autos",257,80.54,242,1738
2014-12-30,"Brand Search - Mapfre SCTR",14,1.27,9,28
2014-12-30,"Brand Search - Mapfre Trebol Salud",14,12.15,24,58
2014-12-30,"Brand Search - Sepelios - Mapfre",28,4.46,15,146
2014-12-30,"Brand Search - Soat",44,20.77,48,140
2014-12-30,"Categoria Search - Sepelios - Mapfre",16,8.39,20,500
2014-12-30,"Categorias Search - Mapfre Autos",44,74.24,46,546
2014-12-30,"Categorias Search - Mapfre Fondo Universitario",25,29.18,22,411
2014-12-30,"Categorias Search - Mapfre SCTR",46,23.23,49,789
2014-12-30,"Categorias Search - SOAT",131,137.46,138,1826
2014-12-30,"Competencia Search - Mapfre Fondo Universitario",5,6.73,5,222
2014-12-30,"Competencia Search - Mapfre Sctr",5,1.95,4,36
2014-12-30,"Competencia Search - SOAT",103,77.14,88,709
2014-12-30,"Display - Sepelios - Mapfre",949,65.14,1202,256251
2014-12-30,"Display I - Mapfre Fondo Universitario",401,80.61,736,501833
2014-12-30,"Display II - Mapfre Fondo Universitario",5,1.4,14,3093
2014-12-31,"Brand Search - Mapfre Autos",11,0,0,0
2014-12-31,"Categoria Search - Mapfre Trebol Salud",2,0,0,0
2014-12-31,"Competencia Search - SOAT",2,0,0,0
2014-12-31,"Display - Sepelios - Mapfre",211,13.26,238,24017
2015-01-01,"Brand Search - Mapfre Autos",7,0,0,0
2015-01-01,"Categorias Search - Mapfre SCTR",2,0,0,0
2015-01-01,"Categorias Search - SOAT",2,0,0,0
2015-01-01,"Display - Marcas de Autos - Mapfre Autos",2,0,0,0
2015-01-01,"Display - Sepelios - Mapfre",5,0,0,0
2015-01-02,"Categorias Search - Mapfre Autos",2,0,0,0
2015-01-02,"Display - Sepelios - Mapfre",2,0,0,0
2015-01-02,"Display I - Mapfre Fondo Universitario",5,0,0,0
2015-01-03,"(not set)",2,0,0,0
2015-01-03,"Brand Search - Fondo universitario",0,0.12,1,3
2015-01-03,"Brand Search - Mapfre Autos",117,33.58,110,937
2015-01-03,"Brand Search - Mapfre SCTR",7,0.33,4,15
2015-01-03,"Brand Search - Mapfre Trebol Salud",16,5.03,13,49
2015-01-03,"Brand Search - Sepelios - Mapfre",21,4.5,19,149
2015-01-03,"Brand Search - Soat",21,3.39,12,29
2015-01-03,"Categoria Search - Sepelios - Mapfre",27,17.59,32,748
2015-01-03,"Categorias Search - Mapfre Autos",16,31.17,21,309
2015-01-03,"Categorias Search - Mapfre Fondo Universitario",11,24.12,16,241
2015-01-03,"Categorias Search - Mapfre SCTR",18,10.6,19,341
2015-01-03,"Categorias Search - SOAT",14,14.89,23,369
2015-01-03,"Competencia Search - Mapfre Fondo Universitario",5,2.24,2,88
2015-01-03,"Competencia Search - Mapfre Sctr",2,0.57,1,13
2015-01-03,"Competencia Search - SOAT",9,12.32,12,165
2015-01-03,"Display - Sepelios - Mapfre",807,28.37,743,56347
2015-01-03,"Display II - Mapfre Fondo Universitario",7,1.27,10,2886
2015-01-03,"Display II - Marcas de Autos - Mapfre Autos",2,0,0,0
2015-01-04,"Brand Search - Fondo universitario",0,0,0,8
2015-01-04,"Brand Search - Mapfre Autos",108,26.2,81,738
2015-01-04,"Brand Search - Mapfre SCTR",0,0,0,1
2015-01-04,"Brand Search - Mapfre Trebol Salud",7,2.85,7,55
2015-01-04,"Brand Search - Sepelios - Mapfre",14,1.67,8,122
2015-01-04,"Categoria Search - Sepelios - Mapfre",28,18.96,33,615
2015-01-04,"Categorias Search - Mapfre Autos",37,51.23,32,298
2015-01-04,"Categorias Search - Mapfre Fondo Universitario",16,31.54,20,274
2015-01-04,"Categorias Search - Mapfre SCTR",19,5.83,14,318
2015-01-04,"Competencia Search - Mapfre Fondo Universitario",7,4.06,3,126
2015-01-04,"Competencia Search - Mapfre Sctr",0,0,0,8
2015-01-04,"Display - Sepelios - Mapfre",830,33.79,901,36977
2015-01-04,"Display II - Mapfre Fondo Universitario",7,0.7,5,3614
2015-01-05,"Brand Search - Fondo universitario",0,1.33,5,14
2015-01-05,"Brand Search - Mapfre Autos",303,99.17,334,2363
2015-01-05,"Brand Search - Mapfre SCTR",14,2.44,14,32
2015-01-05,"Brand Search - Mapfre Trebol Salud",25,15.6,37,135
2015-01-05,"Brand Search - Sepelios - Mapfre",28,7.69,25,203
2015-01-05,"Brand Search - Soat",52,25.73,48,177
2015-01-05,"Categoria Search - Mapfre Trebol Salud",25,82.44,40,484
2015-01-05,"Categoria Search - Sepelios - Mapfre",35,16.6,29,842
2015-01-05,"Categorias Search - Mapfre Autos",53,81.63,53,615
2015-01-05,"Categorias Search - Mapfre Fondo Universitario",28,44.35,31,540
2015-01-05,"Categorias Search - Mapfre SCTR",73,35.39,79,1173
2015-01-05,"Categorias Search - SOAT",119,139.53,149,2322
2015-01-05,"Competencia Search - Mapfre Fondo Universitario",7,6.85,6,302
2015-01-05,"Competencia Search - Mapfre Sctr",5,2.91,9,73
2015-01-05,"Competencia Search - SOAT",101,96.43,118,904
2015-01-05,"Display - Sepelios - Mapfre",647,36.86,752,114647
2015-01-05,"Display II - Mapfre Fondo Universitario",7,2.63,22,5966
2015-01-06,"Brand Search - Fondo universitario",5,1.7,5,20
2015-01-06,"Brand Search - Mapfre Autos",314,105.12,301,2149
2015-01-06,"Brand Search - Mapfre SCTR",16,0.88,11,44
2015-01-06,"Brand Search - Mapfre Trebol Salud",11,10.33,20,115
2015-01-06,"Brand Search - Sepelios - Mapfre",44,10,37,162
2015-01-06,"Brand Search - Soat",37,17.15,34,144
2015-01-06,"Categoria Search - Mapfre Trebol Salud",32,66.97,33,663
2015-01-06,"Categoria Search - Sepelios - Mapfre",36,16.1,33,747
2015-01-06,"Categorias Search - Mapfre Autos",53,72.98,52,649
2015-01-06,"Categorias Search - Mapfre Fondo Universitario",44,80.93,57,724
2015-01-06,"Categorias Search - Mapfre SCTR",94,41.45,91,1203
2015-01-06,"Categorias Search - SOAT",126,131.21,137,2106
2015-01-06,"Competencia Search - Mapfre Fondo Universitario",5,5.01,6,332
2015-01-06,"Competencia Search - Mapfre Sctr",2,1.44,5,81
2015-01-06,"Competencia Search - SOAT",78,58.83,74,769
2015-01-06,"Display - Sepelios - Mapfre",722,41,896,116268
2015-01-06,"Display I - Mapfre Fondo Universitario",2,0,0,0
2015-01-06,"Display II - Mapfre Fondo Universitario",7,1.22,13,6176
2015-01-07,"Brand Search - Fondo universitario",5,0.86,2,13
2015-01-07,"Brand Search - Mapfre Autos",298,103.9,290,2062
2015-01-07,"Brand Search - Mapfre SCTR",2,0.32,3,18
2015-01-07,"Brand Search - Mapfre Trebol Salud",23,16.1,35,118
2015-01-07,"Brand Search - Sepelios - Mapfre",25,5.38,19,170
2015-01-07,"Brand Search - Soat",39,21.96,39,148
2015-01-07,"Categoria Search - Mapfre Trebol Salud",28,80.04,43,587
2015-01-07,"Categoria Search - Sepelios - Mapfre",39,16.5,36,686
2015-01-07,"Categorias Search - Mapfre Autos",44,75.96,49,586
2015-01-07,"Categorias Search - Mapfre Fondo Universitario",39,55.46,42,594
2015-01-07,"Categorias Search - Mapfre SCTR",66,43.97,89,1191
2015-01-07,"Categorias Search - SOAT",156,117.77,149,2027
2015-01-07,"Competencia Search - Mapfre Fondo Universitario",5,3.15,4,245
2015-01-07,"Competencia Search - Mapfre Sctr",7,2.31,6,81
2015-01-07,"Competencia Search - SOAT",66,63.99,79,756
2015-01-07,"Display - Sepelios - Mapfre",649,41.5,803,127112
2015-01-07,"Display II - Mapfre Fondo Universitario",9,0.92,8,6149
2015-01-08,"Brand Search - Fondo universitario",2,0.53,1,8
2015-01-08,"Brand Search - Mapfre Autos",236,91.39,258,2008
2015-01-08,"Brand Search - Mapfre SCTR",11,1.37,7,26
2015-01-08,"Brand Search - Mapfre Trebol Salud",37,12.07,25,91
2015-01-08,"Brand Search - Sepelios - Mapfre",25,5.9,23,168
2015-01-08,"Brand Search - Soat",32,9.26,26,96
2015-01-08,"Categoria Search - Mapfre Trebol Salud",39,72.29,43,554
2015-01-08,"Categoria Search - Sepelios - Mapfre",25,19.24,39,877
2015-01-08,"Categorias Search - Mapfre Autos",48,86.36,52,606
2015-01-08,"Categorias Search - Mapfre Fondo Universitario",48,56.73,38,622
2015-01-08,"Categorias Search - Mapfre SCTR",48,38.83,79,1133
2015-01-08,"Categorias Search - SOAT",122,136.25,134,2106
2015-01-08,"Competencia Search - Mapfre Fondo Universitario",9,8.72,7,249
2015-01-08,"Competencia Search - Mapfre Sctr",9,3.29,11,74
2015-01-08,"Competencia Search - SOAT",66,57.82,77,791
2015-01-08,"Display - Sepelios - Mapfre",621,40.83,786,115484
2015-01-08,"Display I - Mapfre Fondo Universitario",2,0,0,0
2015-01-08,"Display II - Mapfre Fondo Universitario",25,3.13,28,5065
